Frequency of publication of gender-related content by Togolese respondents' newsrooms,
,
,
Frequency,Respondents
Less than 5 times,64.3%
Between 5 and 10 times,22.9%
Between 10 and 15 times,5.7%
More than 15 times,1.4%
"Other (dedicated media for women, specific themes)",5.7%
