Source: ,"PLos ONE, 2014",
,,
"This dataset contains information on the Determinants of Acceptance and Subsequent Uptake of the HPV Vaccine in a Cohort in Eldoret, Kenya 2014.",,
,,
Study,Category,Percentage (%)
Eldoret Study,Baseline Acceptance,88.10%
Eldoret Study,Vaccinated Daughters (Follow-up),31.10%
Eldoret Study,Wanted Vaccination but Faced Barriers,51.20%
