Source:,https://www.researchgate.net/publication/382742865_Use_of_Aphrodisiacs_amongst_women_in_Kano_northern_Nigeria
,
"This dataset contains information on Sources of Traditional Medicine Used as Sexual Enhancers in Kano, Northern NIgeria.",
,
Source,Percentage (%)
Herbalist/Traditional Houses,40.96
Peer Influence,30.91
Traditional Medicine Practitioners (TM),26.8
Islamic Chemists,17.9
Health Workers,2.27
