Source:,https://www.who.int/publications/m/item/draft-landscape-of-covid-19-candidate-vaccines
,
,
Platform,Candidate vaccines (no.)
Protein Based,47
Viral Vector (non-replicating),19
DNA,16
Inactivated Virus,19
RNA,23
Viral Vector (replicating),4
Weakened Virus,2
