Source: ,"DHS Comparative Reports 50, 2021",,
,,,
This dataset contains information on the Childlessness Trends in Senegal from 1997-2018.,,,
,,,
Year,Childlessness Rate (%),Confidence Interval,Sample Size
1997,2.4,"[1.9, 2.9]","4,573"
2005,3.9,"[3.0, 4.8]","7,346"
2012-13,2.5,"[1.9, 3.1]","4,134"
2018,3.9,"[2.9, 4.8]","4,542"
