Source:,https://knoema.com/atlas/Uganda/topics/Health/Mortality-rate-by-cause/Share-of-deaths-from-noncommunicable-diseases,
,,
Uganda - Share of deaths from noncommunicable diseases,,
,,
DATE,VALUE,"CHANGE, %"
2016,32.9,3.13 %
2015,31.9,26.09 %
2010,25.3,50.60 %
2000,16.8,
