"Source: BMJ Global health, 2023",
,
"This dataset contains information on percantge of teen mothers who have undergone various forms of abuse while delivering, from a study done in Korogocho, Nairobi in 2023",
,
Form of abuse,Percentage of teen mothers
physical abuse,7.5
,
verbal abuse ,26.7
,
stigma and discrimination,15.1
,
Neglect and abandonment ,10
,
Detainment ,17
