"Source: ONE Data, 2023",
,
Countries in Crisis - Households either have acute malnutrition because they don’t have enough food or can only afford it by selling essential assets.,
,
Country,Number of people in hunger crisis
DR Congo,22000000
Nigeria,16000000
South Africa,10000000
Sudan,6000000
South Sudan,5000000
Somalia,5000000
Ethiopia,5000000
Malawi,4000000
Cameroon ,3000000
Kenya,3000000
Mozambique,3000000
