Source:,https://www.bot.go.tz/Publications/Regular/Quarterly%20Economic%20Bulletin/sw/2020081416340371.pdf
,
cc,
Year,GDP Growth
2015,2.90%
2016,9.70%
2017,4.90%
2018,7.50%
2019,6.30%
2020,5.70%
