"Source: PwC, 2020",
,
Dietary Supplements Market Size,
,
Year,€B
2014,71.4
2015,84
2016,87.4
2017,90.2
2018,91.2
2019,97
2020,99.6
2021,103.6
2022,108
2023,112.9
