Source: ,"World Food Programme (WFP), 2020"
,
This dataset contains information on Food Consumption of Refugees in Uganda from March 2020 (pre-COVID-19)- July 2020.,
,
Period,Refugees with Insufficient Food Consumption
March 2020 (Pre-COVID),56%
June 2020,54%
July 2020,44%
