Source: ,"World Food Programme (WFP), 2020"
,
This dataset contains information on the Refugee Poverty Levels in Uganda as of January 2020.,
,
,Percentage
"Refugees Living on < UGX1,000/day",25%
"Refugees Living on < UGX2,000/day",69%
Refugees Living Below Extreme Poverty Line,60% (after discounting food aid)
"Refugees Above UGX5,000 Indicating Self-Reliance",Few
