source:,Global Food Security Index (GFSI) (economist.com),
,,
,,
,,
,,
,Global Ranking (out of 113 participating countries),Global Food Security Index Score
Affordability,101,41.7
Availability,79,52.5
Quality & Safety,58,68.8
Sustainability & Adaptation,66,52.6
