"Source: Worldbank, 2021",
,
"Observed annual mean temperature 2011 - 2021, Niger, Nigeria",
,
Year,Temperature in °C
2011,28.18
2012,28.02
2013,28.22
2014,28.37
2015,28.15
2016,28.58
2017,28.3
2018,28.22
2019,28.09
2020,28.25
2021,28.56
