"Source: International Journal of Economics,2024",
,
This dataset contains information on female farmers' productivity in Busia county (% of male baseline = 100%),
,
Sub-County,Female Farmers’ Productivity
Teso South,37%
Bunyala,33%
Butula,53%
Matayos,28%
Teso North,57%
