"Source: Worldbank, 2021",
,
"Observed annual precipitation 2011 - 2021, Niger, Nigeria",
,
Year,Precipitation in mm
2011,932.44
2012,1111.97
2013,942.47
2014,1082.88
2015,977.94
2016,1239.29
2017,1121.21
2018,1142.32
2019,1349.38
2020,1216.74
2021,1086.32
