Source: ,"World Food Programme (WFP), 2020"
,
This dataset contains information on the Food Security Status in Uganda as of July 2020.,
,
,Percentage
Food Secure Refugee Households (Pre-COVID),2%
Marginally Food Secure,22%
Moderately Insecure,60%
Severely Insecure,16%
