Source:,"Kenya National Bureau of Statistics, 2016",
,,
This dataset contains information on the gender distribution of the Ownership of MSMEs by Licensing Status (%) in Kenya as of 2016.,,
,,
Ownership Type,Licensed (%),Unlicensed (%)
Male only,47.9,31.4
Female only,32.2,60.7
Male–Male partners,2.5,0.4
Female–Female partners,1,1.1
Male–Female partners,16.5,6.4
