Source: ,"Journalism Education, 2020",,
,,,
This dataset contains information on the journalism student population of the Department of Mass Communication at Makerere University by gender in Uganda 2014-2020. ,,,
,,,
Final Year,Male,Female,Total
2014,28,48,76
2015,20,50,70
2016,57,82,139
2017,36,71,107
2018,34,84,118
2019,19,59,78
2020,33,62,95
