Source:,https://unesdoc.unesco.org/ark:/48223/pf0000379618/PDF/379618eng.pdf.multi,
,,
,,
,,
,,
,Percentage of Children in Nigeria,
Attending School,82%,
Total Out of School,18%,
Never Attended,11%,
Left School,7%,
,,
,,
,,
,,
,,
,Out of School Girls (aged 6-11),Out of School Boys (aged 6-11)
Never Attended School,14%,12%
Left School,3%,3%
