Source:,James Finlay Ltd (UK) 2021 Annual Report,
,James Finlay Kenya 2020 Annual Report,
,,
,,
,Average Daily Wage (Ksh),
James Finlay Ltd (UK),"94,284",
James Finlay Kenya,"1,375",
Tea Picker,689,
,,
,,
,,
Note: ,The daily wage calculation assumes 250 working days in a year,
,The conversion rates used were as below (calculated from the daily rates from the CBK),
,Year,Average Rate
,2021,150.8488845
,2020,136.7345324
