Source: ,"African Centre for Media Excellence, 2021"
,
This dataset contains information on women journalists' positions in their newsrooms in Uganda in 2021.,
,
Position,Percentage of Women
Editors,23.8%
Reporters,17.9%
Journalists in Kampala,22.5%
Journalists in upcountry regions,15.1%
Print journalists,22.7%
Broadcast journalists,16.9%
