Source:,2022 KDHS Key Indicators Report - Kenya National Bureau of Statistics (knbs.or.ke)
,
,
Year,Fertility Rate (no. of children per woman)
1989,7
1993,5
1998,5
2003,5
2008,5
2014,4
2022,3
