"Source: The American Journal of Tropical Medicine and Hygiene, 2015",
,
Percentage of circumcised women in Senegal by region,
,
State,Percentage of circumcised women
Dakar,20.4
Ziguinchor,61.8
Diourbel,0.7
Saint-Louis,45
Tambacounda,87
Kaolack,8
Thies,3.8
Louga,5.5
Fatick,10.1
Kolda,85.9
Matam,86.9
Kaffrine,11.7
Kedougou,92
Sedhiou,88.4
