,"Enquête Démographique et de Santé Continue (EDS-Continue), 2023"
Prevalence of FGM by ethnic group in Senegal 2023,
This dataset contains information on the prevalence of FGM by ethnic group in Senegal 2023.,
,
Groupes ethniques,Pourcentage de femmes excisées
Wolof,0.70
Poular,44.20
Serer,1.30
Mandingue,58.90
Diola,48.90
Soninké,30.20
Autre,20.40
