Source:,Gender-Based-Violence-Reporting-Handbook.pdf (thecjid.org)
,
,
,
Challenge,Reports by Journalists
Silence from victims/ survivors,39
Threats,17
Lack of funds,13
Complicity by law enforcement agencies,10
Silence from families of victims/survivors,10
