Source:,"Kenya Demographic and Health Surveys, 2022",
Link:,https://www.knbs.or.ke/reports/kdhs-2022/,
,,
"This dataset contains information on rate of exposure to Mass Media by Sex in Kenya 2022.
",,
,,
Media Type,Women (%),Men (%)
Newspaper,8,17
Television,55,60
Radio,62,71
All three media,5,12
None of the three media,22,15
