Source:,"The DHS Program - Nigeria: DHS, 2018 - Final Report (English)"
 ,
,
Year,Women who committed physical violence against their husband/partner in past 12 months
2018,1.7%
2013,1.1%
2008,1.0%
,
,
,
,
,
"Although the percentage of reported cases is low, the number of reported cases of GBV against men has almost doubled over a 10 year period.",
