Source: ,"Ministry of Gender, Labour and Social Development,2020"
,
This dataset contains information on employment of people living with disabilities by gender in Uganda in ,
,
Category,Percentage
Young men with disabilities currently employed,34%
Young women with disabilities currently employed,30%
Women aged 30-60 with severe disabilities who have never worked,75%+
