Source: ,"Kenya Health Facility Census, 2023"
,
This dataset contains information on the number of health facilities in Kasarani by level in Kenya as of 2024.,
,
Health Facility Level,Total Facilities
Level 5,1
Level 4,4
Level 3,20
Level 2,52
