"Source: World Bank, 2024",
,
This dataset contains information on the proportion of women in ministerial level positions in Senegal from 2005 to 2022,
,
Year,Proportion of women in ministerial level positions (%)
2022,20.6
2020,21.9
2019,21.9
2018,22.9
2016,20.0
2015,20.0
2014,16.1
2012,25.0
2010,12.9
2008,17.9
2005,20.6
